"population","median_income","state","county"
51667,55450,"21","113"
31424,26061,"21","121"
15844,32703,"21","127"
8697,50998,"21","223"
12063,41114,"21","061"
18630,44620,"21","097"
4625,38036,"21","105"
8330,40458,"21","023"
8268,50268,"21","143"
45131,55182,"21","179"
20692,33715,"21","231"
13565,32054,"21","135"
23011,30293,"21","133"
9288,43472,"21","139"
65285,42894,"21","145"
61586,32972,"21","195"
45831,63171,"21","211"
36027,34103,"21","235"
22017,51681,"21","005"
19991,44057,"21","027"
37447,31196,"21","071"
49969,53539,"21","073"
163987,58674,"21","117"
17748,19264,"21","147"
88376,46674,"21","151"
12783,29578,"21","153"
9990,35594,"21","169"
4497,22736,"21","189"
24392,36411,"21","205"
17881,44989,"21","213"
25406,36455,"21","217"
35757,51547,"21","049"
12377,38248,"21","219"
14515,41095,"21","069"
91804,57208,"21","037"
27385,35095,"21","043"
7533,29043,"21","063"
24800,43881,"21","081"
764378,52237,"21","111"
14102,41720,"21","123"
26847,40982,"21","141"
17167,43082,"21","161"
54468,51438,"23","009"
152284,47886,"23","019"
289173,65702,"23","005"
16960,38797,"23","021"
39700,53117,"23","013"
35149,60457,"23","023"
201454,62618,"23","031"
121289,50116,"23","011"
30177,45541,"23","007"
50994,41549,"23","025"
57230,44582,"23","017"
107317,49538,"23","001"
34021,54041,"23","015"
39280,50162,"23","027"
68840,39021,"23","003"
31822,40328,"23","029"
564600,94502,"24","003"
828637,71810,"24","005"
246105,88502,"24","021"
90824,100350,"24","009"
29516,48174,"24","023"
19666,56638,"24","029"
1039198,103178,"24","031"
167319,90510,"24","013"
49071,89241,"24","035"
110979,86508,"24","037"
156021,93973,"24","017"
32386,50532,"24","019"
149546,58260,"24","043"
102014,54493,"24","045"
102416,70516,"24","015"
32785,52469,"24","011"
51559,59458,"24","047"
619796,46641,"24","510"
25801,39239,"24","039"
37461,65595,"24","041"
250132,83445,"24","025"
72591,42771,"24","001"
312495,115576,"24","027"
905161,78607,"24","033"
119129,74748,"22","005"
238230,53950,"22","055"
15376,55647,"22","125"
437038,50868,"22","051"
36598,47350,"22","011"
13806,34077,"22","013"
125698,52145,"22","015"
6806,60194,"22","023"
19553,46964,"22","037"
33750,31745,"22","039"
73346,44504,"22","045"
47536,34424,"22","061"
45067,45265,"22","087"
10509,35254,"22","091"
40043,30891,"22","119"
25518,60902,"22","121"
27164,41443,"22","031"
33122,47128,"22","047"
8723,41510,"22","081"
16296,26877,"22","027"
59841,49266,"22","113"
14631,29472,"22","127"
446167,51436,"22","033"
24145,40695,"22","085"
25667,42176,"22","003"
43565,53628,"22","095"
23394,49635,"22","075"
156433,40081,"22","073"
132080,42655,"22","079"
46449,32962,"22","117"
83580,32163,"22","097"
128850,45901,"22","105"
62607,40492,"22","001"
52578,41345,"22","101"
11274,37304,"22","123"
249201,66539,"22","103"
22537,38916,"22","111"
137096,60456,"22","063"
26290,31672,"22","067"
39051,29001,"22","069"
388182,38721,"22","071"
113067,47650,"22","109"
10044,34470,"22","025"
198753,48219,"22","019"
20388,34722,"22","041"
41095,36763,"22","009"
22881,48656,"22","007"
15952,36394,"22","049"
22271,43964,"22","077"
20619,34745,"22","083"
53609,47279,"22","099"
51906,46620,"22","115"
14930,34712,"22","059"
52728,64707,"22","089"
98112,52705,"22","057"
20211,30028,"22","029"
4771,21906,"22","107"
11616,29424,"22","065"
31405,40744,"22","053"
21485,52055,"22","093"
22305,40577,"22","043"
10000,31933,"22","021"
251069,40391,"22","017"
7318,20795,"22","035"
70926,57307,"25","011"
10912,91942,"25","019"
780685,61242,"25","025"
213900,68048,"25","001"
17275,67535,"25","007"
1582857,92878,"25","017"
127751,55190,"25","003"
694389,95668,"25","021"
818249,69313,"25","027"
161197,64974,"25","015"
557016,62514,"25","005"
469188,52205,"25","013"
509114,82081,"25","023"
775860,73533,"25","009"
259830,51945,"26","077"
88205,56186,"26","087"
193803,45034,"26","145"
43181,43470,"26","107"
30597,35913,"26","035"
41535,44417,"26","151"
51397,50699,"26","027"
11291,36773,"26","071"
68617,50967,"26","155"
6072,36073,"26","131"
154948,47132,"26","021"
23221,41099,"26","133"
8580,42757,"26","013"
105350,45983,"26","017"
2136,41118,"26","083"
70572,42771,"26","073"
17462,53185,"26","019"
23934,37834,"26","143"
8114,37428,"26","153"
26160,51567,"26","029"
108586,59244,"26","045"
280243,63962,"26","139"
53569,45495,"26","157"
1763822,43702,"26","163"
10413,39424,"26","001"
23133,50988,"26","009"
20979,38149,"26","129"
8304,36833,"26","135"
149619,59479,"26","115"
45909,46160,"26","059"
32915,42793,"26","165"
36333,41379,"26","061"
186946,78430,"26","093"
13821,42666,"26","039"
77321,64903,"26","037"
25694,45681,"26","043"
25317,41414,"26","069"
11669,32309,"26","085"
24432,44882,"26","101"
41319,42256,"26","057"
31750,45191,"26","063"
114145,58487,"26","005"
98585,51339,"26","091"
28800,45524,"26","105"
67145,48491,"26","103"
1241860,73369,"26","125"
14982,42370,"26","113"
60890,47856,"26","149"
24247,50823,"26","137"
134327,46213,"26","025"
9254,42647,"26","003"
172707,46077,"26","121"
159761,53641,"26","147"
25475,42876,"26","031"
6406,41221,"26","095"
636376,57302,"26","081"
26317,44382,"26","127"
36395,44639,"26","041"
15577,36689,"26","053"
28730,40954,"26","007"
43543,48192,"26","023"
91222,58229,"26","055"
32978,51475,"26","047"
64147,51980,"26","067"
9290,39152,"26","119"
12854,43758,"26","141"
25324,40871,"26","051"
38023,44030,"26","033"
286185,49109,"26","065"
23389,44480,"26","109"
62956,44651,"26","117"
47899,45645,"26","123"
21564,62646,"26","089"
75190,49119,"26","159"
361509,65618,"26","161"
864019,58175,"26","099"
15238,39947,"26","011"
59607,57312,"26","015"
17358,43431,"26","079"
83489,57117,"26","111"
158989,49715,"26","075"
10836,42559,"26","097"
410881,45231,"26","049"
27496,28330,"28","163"
18731,33815,"28","007"
8306,40605,"28","009"
7772,42388,"28","037"
24296,28728,"28","027"
16547,35271,"28","061"
68328,38656,"28","067"
14670,31077,"28","147"
35967,39444,"28","095"
31075,41865,"28","115"
26915,28556,"28","133"
9868,35634,"28","155"
37242,38919,"28","003"
31583,30359,"28","001"
19990,34118,"28","025"
173267,62595,"28","033"
19172,36471,"28","031"
10942,30808,"28","103"
29437,36755,"28","099"
149645,61605,"28","121"
28333,46233,"28","137"
23545,47640,"28","039"
21379,34876,"28","043"
243249,41011,"28","049"
7463,21779,"28","063"
21437,37643,"28","101"
28202,40076,"28","145"
25389,32854,"28","117"
4631,30033,"28","125"
21993,39351,"28","139"
8360,34542,"28","019"
75835,39555,"28","035"
46277,47518,"28","045"
23439,38358,"28","057"
52744,45019,"28","071"
1296,25609,"28","055"
141314,50274,"28","059"
59558,43198,"28","087"
30113,25210,"28","083"
10276,32052,"28","143"
9084,23340,"28","157"
9106,24601,"28","021"
200491,44684,"28","047"
11639,26736,"28","065"
78221,41340,"28","075"
34542,37308,"28","085"
28399,33601,"28","123"
27215,37591,"28","127"
18482,33313,"28","159"
8678,26188,"28","053"
18267,20330,"28","051"
12574,30129,"28","005"
102212,68600,"28","089"
14617,33370,"28","013"
25466,30998,"28","091"
19476,36672,"28","141"
20458,35215,"28","153"
13801,48029,"28","041"
35981,41134,"28","093"
7537,25671,"28","119"
33121,28468,"28","011"
60517,56129,"28","073"
84840,45985,"28","081"
39763,30949,"28","113"
14552,30000,"28","135"
16114,37697,"28","129"
17981,46283,"28","131"
47510,41635,"28","149"
16089,37626,"28","023"
10082,27016,"28","069"
10309,34983,"28","097"
49392,37348,"28","105"
55049,44734,"28","109"
22936,35578,"28","079"
48002,29387,"28","151"
12659,40432,"28","077"
34229,35891,"28","107"
12047,35374,"28","111"
12426,37647,"28","161"
17305,33579,"28","017"
10221,43068,"28","015"
28748,38046,"28","029"
10578,56078,"27","075"
50992,53975,"27","169"
20825,57093,"27","045"
38584,67565,"27","059"
10104,55122,"27","063"
39386,53700,"27","099"
25635,53737,"27","095"
14798,56721,"27","129"
11437,50524,"27","033"
18709,56837,"27","055"
250979,89598,"27","163"
141463,93151,"27","139"
344861,76796,"27","003"
27810,65500,"27","079"
155300,59564,"27","145"
5500,42439,"27","087"
54297,76747,"27","025"
20485,71078,"27","039"
6840,50195,"27","073"
21490,61973,"27","157"
3841,46943,"27","077"
57790,55181,"27","111"
9229,48909,"27","117"
63505,53121,"27","035"
414655,79995,"27","037"
15430,51871,"27","127"
5724,51102,"27","081"
9930,54645,"27","173"
9397,57289,"27","089"
45847,45923,"27","007"
31564,55393,"27","119"
9433,56753,"27","133"
29057,47285,"27","115"
14888,60848,"27","143"
13626,45018,"27","159"
5270,51903,"27","031"
15948,50509,"27","065"
12776,47131,"27","071"
30619,51174,"27","047"
1224763,71154,"27","053"
36612,58882,"27","147"
6398,52917,"27","167"
25243,55764,"27","015"
12040,57601,"27","023"
10932,58198,"27","121"
537893,60301,"27","123"
4017,52500,"27","125"
62040,61409,"27","027"
8824,45638,"27","029"
42577,56604,"27","067"
20084,53627,"27","091"
21854,53267,"27","105"
15537,56273,"27","135"
151685,72337,"27","109"
3357,48889,"27","155"
10936,50044,"27","165"
39360,53574,"27","009"
98799,93095,"27","019"
23105,59611,"27","093"
45237,52050,"27","061"
28810,50162,"27","021"
9759,57552,"27","149"
9448,49556,"27","151"
15841,45860,"27","001"
46138,62431,"27","049"
13966,50847,"27","043"
6589,53034,"27","107"
18898,55189,"27","161"
131130,77953,"27","171"
200294,50936,"27","137"
65767,53752,"27","013"
33477,62593,"27","103"
36891,58667,"27","041"
5923,53727,"27","051"
4384,52304,"27","069"
92024,83895,"27","141"
35408,58874,"27","017"
25789,54181,"27","083"
24423,49213,"27","153"
32880,52855,"27","097"
33552,55884,"27","005"
14197,53893,"27","113"
65251,63311,"27","131"
5039,48299,"27","011"
35816,59869,"27","085"
20743,52941,"27","057"
8394,54211,"27","101"
40139,34984,"29","091"
53941,50689,"29","101"
35488,42646,"29","105"
688554,50652,"29","095"
38131,41673,"29","109"
4499,43981,"29","087"
24947,41461,"29","131"
53132,51137,"29","169"
32655,52557,"29","107"
9396,35066,"29","185"
4846,37028,"29","171"
54308,39661,"29","213"
25714,35571,"29","215"
25437,38750,"29","001"
4450,38848,"29","197"
4883,42939,"29","199"
6382,42034,"29","211"
89425,48652,"29","021"
9046,44975,"29","025"
44793,53180,"29","027"
3976,39674,"29","103"
28703,44098,"29","127"
11618,43094,"29","139"
44855,50496,"29","029"
6807,45216,"29","045"
118522,45328,"29","097"
101888,65352,"29","037"
20495,57591,"29","049"
222639,60765,"29","099"
10078,47148,"29","111"
22753,41207,"29","119"
17620,46547,"29","053"
16441,41441,"29","059"
6688,43777,"29","075"
9352,34746,"29","085"
15904,50897,"29","135"
18030,33846,"29","143"
19135,54935,"29","157"
31347,44805,"29","167"
8300,45707,"29","061"
13610,54503,"29","151"
13807,33849,"29","181"
29634,40076,"29","207"
33554,56193,"29","219"
24968,37810,"29","221"
3669,43314,"29","129"
12226,37484,"29","123"
18304,31290,"29","229"
236068,65675,"29","047"
8959,41715,"29","125"
44873,41681,"29","161"
96899,74199,"29","165"
20665,41479,"29","217"
15566,38829,"29","065"
23010,41567,"29","195"
22744,41370,"29","147"
2053,48214,"29","227"
7586,43186,"29","041"
10111,41092,"29","079"
20097,34776,"29","141"
13369,35135,"29","223"
12347,40791,"29","017"
78013,49554,"29","031"
6084,42593,"29","205"
37558,45185,"29","225"
5335,45259,"29","005"
16405,45605,"29","013"
66248,42873,"29","187"
314867,38664,"29","510"
17358,56658,"29","003"
42826,37878,"29","023"
8909,43583,"29","033"
10779,32070,"29","149"
17344,32468,"29","155"
42309,43097,"29","159"
17882,50959,"29","186"
8273,31202,"29","203"
24987,44754,"29","175"
54800,58603,"29","113"
13916,32212,"29","133"
8676,42011,"29","137"
10208,50161,"29","173"
22859,57270,"29","177"
6361,40265,"29","179"
18918,35097,"29","015"
6255,37875,"29","035"
7581,38880,"29","057"
12248,41652,"29","115"
13391,33003,"29","067"
30905,32348,"29","069"
25763,44056,"29","007"
83028,55761,"29","043"
12564,46517,"29","063"
102413,53849,"29","071"
21834,41089,"29","083"
10144,50356,"29","089"
286759,43175,"29","077"
8615,42889,"29","081"
58237,46723,"29","145"
9328,32021,"29","153"
18517,45112,"29","163"
999539,62931,"29","189"
38858,41628,"29","201"
385115,78380,"29","183"
31529,43292,"29","209"
35398,40638,"29","009"
11942,41184,"29","011"
174589,52005,"29","019"
13862,35930,"29","039"
76749,54216,"29","051"
24387,37171,"29","055"
14769,50687,"29","073"
10286,36457,"29","093"
15025,45929,"29","117"
15319,38903,"29","121"
13677,29201,"30","035"
2925,56806,"30","025"
1788,53591,"30","019"
747,43854,"30","037"
1965,43281,"30","045"
34514,40480,"30","093"
9342,61998,"30","095"
9131,41235,"30","023"
11625,64911,"30","043"
3206,49063,"30","039"
1728,46193,"30","055"
2108,37222,"30","107"
7902,47900,"30","057"
9292,54709,"30","087"
3568,51940,"30","091"
1320,45347,"30","011"
9324,59622,"30","021"
13290,47276,"30","003"
5755,55295,"30","007"
29518,42582,"30","047"
66290,60789,"30","049"
6081,44597,"30","073"
156332,57955,"30","111"
114231,49412,"30","063"
41387,44733,"30","081"
7561,55267,"30","105"
81816,46827,"30","013"
11327,47110,"30","027"
1086,47188,"30","033"
4194,40117,"30","061"
453,46429,"30","069"
6852,44352,"30","077"
11414,36445,"30","089"
1121,47132,"30","109"
100733,59397,"30","031"
2000,41343,"30","059"
10466,56988,"30","009"
9360,43880,"30","001"
96147,51410,"30","029"
4766,38156,"30","065"
4139,42101,"30","071"
11895,53050,"30","017"
16468,45269,"30","041"
5812,39577,"30","015"
1610,51136,"30","075"
19249,36934,"30","053"
16001,44920,"30","067"
11218,39219,"30","085"
790,42454,"30","103"
6646,35506,"30","005"
2245,46641,"30","051"
3646,49761,"30","097"
11405,66572,"30","083"
6040,51060,"30","099"
1325,50850,"30","079"
5031,46735,"30","101"
7276,46576,"31","095"
48834,55053,"31","019"
10616,54876,"31","037"
31564,51721,"31","001"
6547,53207,"31","099"
8129,45078,"31","101"
537,58625,"31","115"
1901,53438,"31","049"
2860,41582,"31","087"
919,50278,"31","113"
32875,58679,"31","141"
5241,41209,"31","161"
306357,55747,"31","109"
682,45833,"31","075"
2436,47218,"31","077"
61233,53807,"31","079"
957,44946,"31","085"
15875,54605,"31","131"
10870,42882,"31","145"
1913,48125,"31","069"
684,41607,"31","091"
35062,49865,"31","119"
2904,58125,"31","135"
9163,56408,"31","137"
5357,53854,"31","011"
4318,42055,"31","129"
1381,52361,"31","149"
20953,65015,"31","155"
36509,47975,"31","157"
728,55000,"31","007"
2624,52090,"31","063"
9409,58093,"31","179"
720,48864,"31","103"
4903,44201,"31","123"
7041,55536,"31","127"
8561,57208,"31","027"
8972,46146,"31","045"
17045,63095,"31","159"
643,53173,"31","171"
20529,52401,"31","043"
3597,43831,"31","181"
6406,46949,"31","003"
5200,49564,"31","097"
10012,58770,"31","033"
23925,51238,"31","047"
3803,54568,"31","029"
8105,52448,"31","023"
1958,46509,"31","071"
3048,48704,"31","163"
3688,43017,"31","105"
8496,48072,"31","107"
549706,58640,"31","055"
8045,46839,"31","147"
432,60714,"31","117"
3569,45428,"31","125"
2704,42176,"31","133"
6264,54167,"31","035"
421,41250,"31","005"
10836,48836,"31","041"
6020,57534,"31","167"
4252,50270,"31","175"
3019,49453,"31","061"
5244,63667,"31","143"
6385,53648,"31","093"
35569,55875,"31","111"
10293,52050,"31","089"
846,49706,"31","183"
3469,46750,"31","083"
13832,59966,"31","185"
502,52000,"31","009"
21632,52223,"31","067"
9149,61944,"31","081"
7829,53536,"31","121"
7175,55417,"31","139"
4814,43400,"31","065"
2019,61769,"31","073"
14325,50932,"31","151"
1256,45375,"31","165"
6546,50174,"31","021"
25513,68284,"31","025"
175188,75752,"31","153"
9039,50734,"31","039"
5133,48151,"31","169"
11200,56328,"31","013"
3058,42773,"31","017"
5765,57036,"31","051"
2017,44653,"31","057"
7055,44701,"31","173"
20414,66485,"31","177"
2049,48750,"31","015"
5792,53226,"31","031"
36576,51748,"31","053"
5603,56750,"31","059"
76109,60148,"33","005"
147958,69856,"33","013"
89280,61036,"33","009"
302479,85619,"33","015"
60383,65834,"33","001"
43073,59419,"33","019"
406371,75777,"33","011"
126552,67805,"33","017"
32119,45386,"33","007"
47524,58139,"33","003"
24022,46914,"32","001"
47632,61176,"32","005"
5887,79865,"32","015"
6661,52308,"32","027"
1102,39405,"32","009"
1728,67159,"32","011"
17088,69324,"32","013"
4471,39375,"32","021"
9858,60358,"32","033"
52377,76178,"32","007"
5203,52971,"32","017"
43296,44225,"32","023"
3891,63607,"32","029"
445551,58595,"32","031"
2112436,54882,"32","003"
54219,49341,"32","510"
52303,50920,"32","019"
373362,77027,"34","021"
143570,89238,"34","037"
154952,50000,"34","011"
800401,57365,"34","013"
589699,65771,"34","029"
272926,57514,"34","001"
291372,81489,"34","015"
837288,83133,"34","023"
63776,63934,"34","033"
510996,65037,"34","007"
510563,63339,"34","031"
94549,62332,"34","009"
937920,91572,"34","003"
557320,73376,"34","039"
107088,75500,"34","041"
498847,107034,"34","027"
679756,62681,"34","017"
125717,110969,"34","019"
449192,82839,"34","005"
627551,91807,"34","025"
333316,106046,"34","035"
128221,49686,"35","045"
8447,26663,"35","037"
19497,42145,"35","027"
65454,42177,"35","005"
27049,36089,"35","006"
69505,59285,"35","025"
147514,57945,"35","049"
4216,38240,"35","059"
11254,29690,"35","051"
17098,34008,"35","053"
19313,35928,"35","041"
18031,110190,"35","028"
39455,33422,"35","039"
28203,29168,"35","047"
75845,43428,"35","061"
15534,35543,"35","057"
674855,50386,"35","001"
2016,31439,"35","011"
4426,26060,"35","019"
3547,42047,"35","003"
4446,31829,"35","023"
24319,27602,"35","029"
72849,30336,"35","031"
138815,60345,"35","043"
32809,35314,"35","055"
28382,40470,"35","017"
65130,43533,"35","035"
50283,41941,"35","009"
12522,33042,"35","007"
56793,60703,"35","015"
546,35096,"35","021"
4605,26644,"35","033"
213849,39114,"35","013"
308580,62293,"36","001"
130846,44304,"36","013"
2635121,52782,"36","047"
1653877,79781,"36","061"
49322,57153,"36","107"
47400,45359,"36","003"
47791,53214,"36","039"
4646,55587,"36","041"
62183,52527,"36","115"
196124,49064,"36","007"
78319,54664,"36","011"
78175,45571,"36","009"
49500,47449,"36","057"
1363069,105744,"36","059"
475948,76244,"36","085"
110817,48330,"36","089"
91442,53693,"36","117"
41584,49223,"36","073"
58537,54033,"36","037"
25083,51758,"36","123"
378174,75146,"36","071"
226632,77548,"36","091"
325027,88571,"36","087"
61481,61093,"36","021"
923995,54006,"36","029"
18112,47810,"36","097"
104415,56200,"36","109"
64701,60222,"36","113"
48763,48567,"36","017"
48334,52451,"36","023"
295685,75585,"36","027"
748680,55272,"36","055"
232324,51316,"36","065"
26845,51475,"36","049"
212675,51656,"36","063"
71760,58365,"36","053"
155239,61315,"36","093"
75783,53877,"36","105"
975321,89968,"36","119"
45950,47921,"36","025"
38233,55294,"36","031"
116567,50322,"36","045"
31611,51842,"36","095"
1455846,36593,"36","005"
467669,57271,"36","067"
53955,48033,"36","035"
81224,52759,"36","019"
34843,51601,"36","099"
1497595,92838,"36","103"
180129,61652,"36","111"
159800,63166,"36","083"
99464,99608,"36","079"
62943,49077,"36","043"
51054,50733,"36","033"
40886,55459,"36","121"
86883,51251,"36","015"
109491,61710,"36","069"
64373,53654,"36","051"
119833,51755,"36","075"
2339280,62008,"36","081"
97539,50157,"36","101"
60750,51254,"36","077"
10336,68327,"37","029"
10753,37070,"37","043"
332766,44737,"37","051"
214049,46626,"37","071"
35445,32739,"37","165"
252268,48464,"37","021"
164118,45806,"37","057"
20434,48412,"37","149"
142827,43598,"37","151"
91566,41700,"37","157"
46124,44490,"37","169"
12331,34557,"37","187"
53421,41541,"37","189"
517197,49253,"37","081"
41725,45078,"37","099"
94191,54468,"37","125"
52300,33573,"37","083"
157844,44281,"37","001"
39546,47264,"37","139"
134187,32407,"37","155"
4090,32411,"37","177"
88898,40854,"37","023"
59350,36679,"37","061"
300865,56393,"37","063"
24262,35806,"37","091"
59805,49272,"37","105"
219866,51457,"37","129"
57630,49357,"37","141"
124496,41766,"37","191"
21059,36989,"37","079"
59854,45538,"37","087"
15155,42534,"37","121"
1023811,73577,"37","183"
14370,41979,"37","041"
10935,38944,"37","005"
81805,40735,"37","027"
156182,48649,"37","035"
56589,36261,"37","047"
57934,37515,"37","107"
80504,50782,"37","109"
27445,38254,"37","123"
44420,35246,"37","181"
27463,38115,"37","039"
25247,65758,"37","053"
222095,70858,"37","179"
192685,48162,"37","133"
141812,65522,"37","135"
45447,33607,"37","153"
66523,38573,"37","161"
68525,37173,"37","193"
368362,48369,"37","067"
63664,37765,"37","163"
60875,46017,"37","167"
14208,35271,"37","173"
17605,37610,"37","199"
25531,38123,"37","007"
68364,59684,"37","037"
97038,40002,"37","045"
103374,49391,"37","049"
72315,39071,"37","171"
94125,46187,"37","127"
37159,44523,"37","003"
34130,32396,"37","017"
54032,32929,"37","065"
45069,38776,"37","111"
63866,48344,"37","069"
186308,54610,"37","101"
58503,52089,"37","077"
128753,50323,"37","085"
52571,45713,"37","093"
112156,50454,"37","089"
9776,37256,"37","103"
34160,40659,"37","113"
39240,44921,"37","145"
122586,51164,"37","019"
5507,40532,"37","095"
169798,55957,"37","097"
1034290,61695,"37","119"
33291,44559,"37","175"
26833,40293,"37","009"
35412,55640,"37","055"
68699,51584,"37","031"
47316,41101,"37","013"
20426,33508,"37","131"
176484,43526,"37","147"
138940,46978,"37","159"
37825,41126,"37","197"
17535,37109,"37","011"
196716,60716,"37","025"
22833,39428,"37","033"
41766,53493,"37","059"
20190,35443,"37","185"
81379,42095,"37","195"
19913,31287,"37","015"
11601,52481,"37","073"
8607,36030,"37","075"
23227,35969,"37","117"
21347,40563,"37","115"
12803,45211,"37","137"
13506,44039,"37","143"
2368,54700,"38","001"
6651,58767,"38","009"
3883,60824,"38","081"
6875,44500,"38","005"
4272,45996,"38","069"
4089,54464,"38","103"
2543,66023,"38","075"
30059,65385,"38","059"
170620,58026,"38","017"
32916,89874,"38","105"
4349,68594,"38","025"
3389,46581,"38","029"
4420,40795,"38","085"
3226,65435,"38","011"
2680,46012,"38","051"
2971,52417,"38","063"
92372,67308,"38","015"
983,91518,"38","007"
5041,58357,"38","021"
16333,60551,"38","077"
1892,44018,"38","033"
1932,57379,"38","047"
2457,60225,"38","043"
11574,55927,"38","071"
2387,50875,"38","037"
5951,61788,"38","049"
10971,56237,"38","003"
2378,54223,"38","023"
7050,61393,"38","067"
3318,59500,"38","031"
2276,50272,"38","039"
11679,79316,"38","053"
1403,49750,"38","083"
674,61250,"38","087"
2601,56118,"38","041"
8637,80337,"38","057"
9607,63926,"38","055"
5411,62524,"38","073"
14657,36170,"38","079"
10920,50781,"38","099"
1822,71500,"38","065"
2258,54625,"38","095"
3817,65505,"38","019"
2321,55294,"38","027"
1915,65437,"38","091"
70130,51410,"38","035"
30316,77328,"38","089"
2253,71667,"38","013"
9986,69622,"38","061"
4106,57463,"38","045"
8050,60952,"38","097"
21058,56088,"38","093"
69628,64159,"38","101"
121533,44138,"39","139"
14498,42171,"39","121"
93895,77104,"39","055"
30203,42002,"39","053"
41328,52661,"39","135"
55549,49153,"39","147"
13142,41541,"39","163"
27825,51748,"39","019"
58497,49710,"39","077"
1257401,46720,"39","035"
23234,42105,"39","105"
54688,78848,"39","159"
35983,46477,"39","127"
57075,60314,"39","129"
85933,43325,"39","119"
28262,50974,"39","161"
14773,40276,"39","115"
92531,49460,"39","157"
37061,47593,"39","171"
45778,59516,"39","011"
104584,45498,"39","029"
129504,58033,"39","173"
53299,50893,"39","005"
115915,54037,"39","169"
22190,49767,"39","175"
43799,49188,"39","015"
51919,50064,"39","037"
40769,56193,"39","123"
98622,43017,"39","007"
375702,62188,"39","017"
75369,51033,"39","043"
15397,46223,"39","067"
374273,50117,"39","151"
104157,47905,"39","003"
75508,52831,"39","063"
202166,64183,"39","025"
27463,58070,"39","069"
67349,43161,"39","081"
162080,53816,"39","133"
39414,42744,"39","059"
28547,48073,"39","073"
231857,43251,"39","099"
65563,37191,"39","009"
39005,54495,"39","021"
104081,54568,"39","109"
14239,43299,"39","111"
1253507,56319,"39","049"
59559,50370,"39","143"
42296,57774,"39","051"
31576,46404,"39","065"
32624,43397,"39","079"
60945,51211,"39","083"
433404,44820,"39","095"
34935,52767,"39","117"
170678,59747,"39","089"
60871,46021,"39","167"
36602,43251,"39","031"
42231,41726,"39","033"
151526,63424,"39","045"
38311,55295,"39","039"
43031,42333,"39","071"
193024,100229,"39","041"
34037,61161,"39","137"
229701,61137,"39","085"
40723,57052,"39","107"
27926,36320,"39","001"
76871,38978,"39","145"
176362,71595,"39","103"
68889,46484,"39","013"
41869,49997,"39","027"
28659,44289,"39","047"
77125,45792,"39","141"
135520,46275,"39","023"
28291,43562,"39","131"
18951,49866,"39","125"
45323,53051,"39","091"
43732,62897,"39","097"
541318,53291,"39","153"
43808,58728,"39","075"
305405,54987,"39","093"
164825,65032,"39","057"
48902,57673,"39","149"
531987,47045,"39","113"
203341,45380,"39","155"
61057,45466,"39","087"
65483,44708,"39","101"
223868,79397,"39","165"
808703,52389,"39","061"
22136,33366,"40","001"
25246,37741,"40","133"
44293,44805,"40","137"
2221,44667,"40","025"
9680,46362,"40","011"
48407,47754,"40","019"
5666,39931,"40","029"
4458,54460,"40","053"
6018,35898,"40","055"
15510,62829,"40","073"
37919,62081,"40","087"
19874,38163,"40","091"
16226,45671,"40","095"
13797,51844,"40","099"
