"population","median_income","state","county"
11421,52372,"40","103"
10448,41282,"40","105"
31725,38472,"40","115"
90098,61320,"40","131"
41364,37455,"40","135"
76830,59210,"40","145"
5877,57432,"40","003"
9132,57097,"40","151"
29437,41626,"40","015"
274024,60632,"40","027"
69471,41329,"40","101"
12160,38346,"40","107"
13899,37106,"40","005"
45068,41197,"40","013"
4904,52930,"40","043"
3843,46915,"40","059"
45173,44067,"40","071"
45326,59133,"40","083"
14563,40465,"40","035"
637123,52017,"40","143"
51867,50388,"40","147"
132922,69220,"40","017"
2758,38264,"40","057"
12746,38017,"40","061"
10621,40539,"40","077"
39121,39567,"40","111"
47350,47683,"40","113"
21409,49469,"40","139"
6270,35933,"40","067"
11132,35414,"40","127"
62421,50724,"40","047"
27751,42567,"40","049"
11039,38636,"40","069"
44673,44941,"40","121"
38289,46689,"40","123"
3734,51286,"40","129"
21140,57602,"40","153"
48404,39187,"40","021"
41878,38234,"40","041"
4102,50594,"40","045"
54351,55527,"40","051"
80634,39149,"40","119"
71614,46159,"40","125"
70899,47147,"40","037"
7591,40728,"40","141"
11550,51909,"40","149"
40929,45302,"40","097"
774203,50762,"40","109"
29169,48520,"40","039"
5445,52571,"40","007"
9843,49409,"40","085"
22971,49625,"40","009"
13519,38425,"40","063"
14979,30298,"40","023"
25574,45189,"40","065"
123066,49569,"40","031"
34759,47539,"40","081"
6000,49962,"40","033"
9127,38191,"40","075"
49860,39253,"40","079"
33026,34250,"40","089"
7730,52056,"40","093"
16448,46460,"40","117"
11153,54386,"41","049"
38021,49828,"41","007"
62921,40848,"41","011"
22377,42519,"41","015"
1910,39831,"41","021"
22938,57269,"41","027"
7807,32769,"41","037"
788459,60369,"41","051"
25810,46228,"41","061"
102366,58392,"41","071"
15980,43765,"41","001"
84514,40705,"41","033"
66018,42531,"41","035"
76736,50071,"41","059"
47307,43291,"41","041"
88249,54682,"41","003"
50207,57449,"41","009"
21717,41777,"41","013"
1635,42074,"41","055"
25687,48510,"41","065"
7195,39504,"41","025"
363471,47710,"41","039"
30421,37112,"41","045"
6864,44877,"41","063"
572071,74033,"41","067"
1415,33563,"41","069"
330453,53828,"41","047"
212070,48688,"41","029"
107576,44023,"41","019"
7209,44826,"41","023"
22707,48464,"41","031"
79666,56032,"41","053"
399962,72408,"41","005"
175321,59152,"41","017"
121074,49515,"41","043"
25840,45061,"41","057"
83204,75463,"44","005"
164012,69047,"44","003"
633704,52530,"44","007"
49028,74630,"44","001"
126190,77862,"44","009"
300941,65390,"42","095"
4754,40402,"42","023"
52880,46487,"42","121"
124736,45664,"42","013"
168161,53981,"42","007"
61546,50900,"42","015"
55687,63417,"42","103"
14631,50007,"42","057"
42070,45866,"42","083"
133160,41632,"42","051"
153003,58267,"42","055"
27760,55965,"42","131"
7388,37106,"42","053"
75619,46132,"42","111"
88231,47188,"42","073"
37338,50972,"42","059"
40570,54182,"42","109"
626486,82031,"42","017"
6192,45519,"42","113"
41550,50017,"42","117"
207661,59309,"42","125"
39321,47990,"42","035"
63987,51236,"42","025"
137616,57698,"42","075"
167306,61430,"42","089"
1569657,40649,"42","101"
442216,61707,"42","133"
115398,50634,"42","081"
245801,65544,"42","041"
135871,44943,"42","021"
41716,52014,"42","115"
93038,44534,"42","097"
318222,49290,"42","079"
356835,56702,"42","129"
1229605,56333,"42","003"
86847,47179,"42","039"
211960,48380,"42","069"
514652,92417,"42","029"
24448,50571,"42","067"
144287,47642,"42","107"
38747,44373,"42","031"
273329,57071,"42","043"
160646,56466,"42","027"
18302,56250,"42","093"
40345,45781,"42","123"
277794,48192,"42","049"
66615,48395,"42","037"
360774,60116,"42","077"
563384,69839,"42","045"
415500,59580,"42","011"
45056,53768,"42","119"
51656,52161,"42","127"
45686,46765,"42","061"
818677,84791,"42","091"
48891,48703,"42","009"
86551,46306,"42","063"
101589,62661,"42","001"
80539,45188,"42","033"
185984,66037,"42","019"
30781,49876,"42","047"
44258,45342,"42","065"
536494,61492,"42","071"
46452,46286,"42","087"
66737,47527,"42","005"
113623,47340,"42","085"
45878,60847,"42","099"
17070,41406,"42","105"
9694,40622,"45","065"
121449,45332,"45","077"
27772,37493,"45","087"
32256,30976,"45","089"
165707,47713,"45","003"
9402,23331,"45","005"
37914,39600,"45","071"
21788,34035,"45","011"
204632,56697,"45","015"
387847,57882,"45","019"
67572,36217,"45","031"
61065,46967,"45","043"
27505,33921,"45","069"
251664,59394,"45","091"
194174,45551,"45","007"
26620,47500,"45","037"
32424,37421,"45","023"
34156,35838,"45","027"
37581,34996,"45","029"
31765,31129,"45","067"
107379,41946,"45","085"
281870,57482,"45","063"
56549,35286,"45","021"
46127,38469,"45","025"
69981,39196,"45","047"
27465,39740,"45","053"
310186,46475,"45","051"
63734,46565,"45","055"
17897,31963,"45","061"
89116,34943,"45","075"
297732,47575,"45","083"
24788,35254,"45","001"
14842,32330,"45","009"
179316,60603,"45","013"
14808,44010,"45","017"
31073,30866,"45","033"
20228,41885,"45","081"
404869,52082,"45","079"
22868,35551,"45","039"
20066,32147,"45","049"
75926,43978,"45","073"
490332,53739,"45","045"
86544,50557,"45","057"
151716,58685,"45","035"
138537,43310,"45","041"
66508,40580,"45","059"
3275,38041,"46","071"
183660,57322,"46","099"
2739,57257,"46","003"
10194,44786,"46","019"
4177,32260,"46","031"
6972,52923,"46","009"
19753,48665,"46","035"
3971,65380,"46","045"
5280,50870,"46","015"
33697,53473,"46","011"
1443,51548,"46","021"
2034,49882,"46","073"
6783,48862,"46","047"
8519,56449,"46","033"
1373,53696,"46","069"
3642,47500,"46","025"
3440,45725,"46","007"
2084,38873,"46","055"
2994,63233,"46","117"
740,39432,"46","075"
4209,42679,"46","053"
4759,60948,"46","091"
1281,55972,"46","063"
17572,59741,"46","065"
2366,41674,"46","089"
2062,31165,"46","095"
10250,51228,"46","109"
108126,52245,"46","103"
5911,61784,"46","057"
2327,46750,"46","049"
27066,54286,"46","093"
7133,56276,"46","051"
5480,48409,"46","123"
2318,51597,"46","107"
8242,54294,"46","125"
7277,49583,"46","067"
38637,53807,"46","013"
5000,58794,"46","077"
6496,56233,"46","101"
2964,50450,"46","105"
12350,58467,"46","079"
25018,49275,"46","081"
10016,26285,"46","121"
14929,65434,"46","127"
2255,50658,"46","097"
22660,50029,"46","135"
27963,52025,"46","029"
9319,44104,"46","023"
5502,46623,"46","129"
2048,30500,"46","017"
13907,41773,"46","027"
5524,43902,"46","037"
3404,62448,"46","061"
5709,41190,"46","041"
2940,52543,"46","043"
5515,60808,"46","087"
2366,54677,"46","111"
1390,60694,"46","119"
53147,81849,"46","083"
3303,50720,"46","059"
3882,47113,"46","085"
2837,35000,"46","137"
18163,48995,"46","005"
4282,57969,"46","039"
6478,52000,"46","115"
14291,27804,"46","102"
25945,34353,"47","109"
7882,31503,"47","135"
52926,45407,"47","145"
103666,46381,"47","011"
11830,39786,"47","121"
63465,42042,"47","063"
17944,36118,"47","075"
8188,41820,"47","083"
87606,52080,"47","119"
19176,40132,"47","173"
25813,39092,"47","071"
192120,53737,"47","125"
51341,47398,"47","043"
21639,40707,"47","129"
13359,31919,"47","061"
45698,36931,"47","123"
32263,40415,"47","079"
35262,32027,"47","029"
14554,39692,"47","033"
19380,40690,"47","041"
7588,31993,"47","095"
452286,52458,"47","093"
11944,37092,"47","101"
52569,39990,"47","107"
31753,46837,"47","117"
30659,38063,"47","131"
32478,39368,"47","143"
21949,31875,"47","151"
61434,57212,"47","167"
75538,47206,"47","001"
37751,44386,"47","045"
17940,32616,"47","049"
49222,41315,"47","053"
354589,50273,"47","065"
25784,36686,"47","069"
51024,55431,"47","105"
16722,42307,"47","139"
298456,62149,"47","149"
19279,44275,"47","159"
26394,37654,"47","185"
128874,66123,"47","189"
156519,42251,"47","163"
17830,36576,"47","171"
13839,47457,"47","015"
54074,46614,"47","031"
39336,57919,"47","047"
40210,36765,"47","177"
126437,44180,"47","179"
33776,36550,"47","183"
16154,33702,"47","005"
14413,40450,"47","007"
39824,35377,"47","013"
6605,29619,"47","067"
56402,38728,"47","073"
17846,32994,"47","091"
33543,42153,"47","103"
23239,35533,"47","111"
6302,51671,"47","127"
68575,57424,"47","147"
41397,46882,"47","051"
127135,51172,"47","009"
39713,56150,"47","021"
56500,34625,"47","019"
22942,40088,"47","057"
29024,43925,"47","055"
26497,35551,"47","097"
42591,41522,"47","099"
97887,44496,"47","113"
28355,45366,"47","115"
21995,36052,"47","133"
5071,39313,"47","137"
175730,61584,"47","165"
16713,34299,"47","181"
8773,41776,"47","169"
212161,103543,"47","187"
46854,47117,"47","003"
7684,30801,"47","027"
68520,38266,"47","059"
58178,40994,"47","035"
937847,48415,"47","157"
5675,43631,"47","175"
31566,35428,"47","025"
27889,42711,"47","077"
24502,39333,"47","081"
18281,40998,"47","085"
52887,45641,"47","089"
75565,37802,"47","141"
14654,51312,"47","153"
95523,44473,"47","155"
13248,44090,"47","161"
28137,38201,"47","017"
17097,43740,"47","023"
11681,36427,"47","039"
678322,53419,"47","037"
11573,33933,"47","087"
39064,60027,"48","097"
5895,38674,"48","107"
13095,43201,"48","115"
3875,45294,"48","151"
11434,35443,"48","131"
17596,52510,"48","051"
11089,58500,"48","031"
35444,41960,"48","241"
254574,46315,"48","245"
3631,34926,"48","271"
2083,62426,"48","359"
18947,51543,"48","117"
321184,65702,"48","167"
21704,50035,"48","233"
34667,55793,"48","477"
4836,63935,"48","103"
20473,54467,"48","281"
8145,42367,"48","307"
4122,40949,"48","319"
834825,43244,"48","141"
7418,44601,"48","283"
889,79167,"48","393"
721,26063,"48","443"
21456,44396,"48","457"
27015,40781,"48","463"
5599,50910,"48","483"
93635,46283,"48","037"
8793,63192,"48","009"
9220,38906,"48","043"
680,52250,"48","263"
839539,37097,"48","215"
222277,50742,"48","423"
41016,47013,"48","143"
345995,76426,"48","039"
8650,52346,"48","425"
3836,52310,"48","105"
55993,56131,"48","199"
5806,43529,"48","207"
36491,50855,"48","227"
16966,44875,"48","289"
4887,46318,"48","333"
19406,46592,"48","337"
14187,40180,"48","351"
1114,40598,"48","345"
3433,44429,"48","129"
48139,55194,"48","013"
8422,40804,"48","083"
14990,42019,"48","353"
3702,26346,"48","229"
48548,59305,"48","325"
11498,63333,"48","475"
79687,44888,"48","213"
66606,48644,"48","203"
23574,49704,"48","365"
14791,49390,"48","389"
10429,33561,"48","403"
3067,54961,"48","421"
7541,37883,"48","437"
90322,49319,"48","231"
12670,41811,"48","063"
5532,40678,"48","195"
150889,66187,"48","187"
2123,37917,"48","327"
49401,42198,"48","277"
2224,43088,"48","125"
16850,55741,"48","287"
1983675,62532,"48","439"
57747,42313,"48","001"
24963,56941,"48","149"
508313,79123,"48","491"
4432,41095,"48","267"
46974,43267,"48","373"
7293,50338,"48","391"
10369,46863,"48","077"
5821,64427,"48","205"
35098,45970,"48","217"
23480,40356,"48","293"
65411,41482,"48","347"
9871,50410,"48","369"
125963,70608,"48","367"
7191,26486,"48","377"
53607,50061,"48","467"
40544,51346,"48","055"
12972,43913,"48","487"
5547,71115,"48","317"
3735,59760,"48","383"
12353,35356,"48","387"
48976,44609,"48","465"
2257,33125,"48","109"
155744,59528,"48","135"
6739,53832,"48","169"
1420,64886,"48","173"
27358,49745,"48","185"
1176584,68350,"48","453"
914075,90124,"48","085"
87700,46472,"48","005"
10266,41226,"48","399"
27436,43421,"48","407"
3894,60996,"48","435"
116906,49662,"48","451"
40506,48796,"48","459"
8481,62500,"48","501"
34527,46012,"48","189"
25689,38121,"48","419"
91518,55740,"48","469"
48443,53506,"48","473"
41430,50145,"48","481"
131778,45776,"48","485"
3026,46348,"48","087"
1498,33534,"48","101"
194843,62815,"48","209"
13368,43712,"48","279"
3495,59583,"48","295"
74,80938,"48","301"
36744,44896,"48","321"
15804,50543,"48","371"
16727,52189,"48","395"
90414,93269,"48","397"
53026,49270,"48","401"
47205,71942,"48","493"
602,77708,"48","033"
23273,49184,"48","219"
10140,36938,"48","315"
57471,37734,"48","323"
159883,75815,"48","329"
126146,52683,"48","181"
12043,51480,"48","297"
20195,50524,"48","299"
28109,45067,"48","363"
33787,47875,"48","147"
135371,49161,"48","441"
1541,37279,"48","447"
14481,37398,"48","455"
70818,41456,"48","471"
43315,48038,"48","499"
21316,56413,"48","019"
24832,44601,"48","007"
7064,40432,"48","075"
2932,37500,"48","079"
15051,53051,"48","255"
20474,50960,"48","123"
214231,43907,"48","041"
13660,40945,"48","059"
30118,41432,"48","067"
19889,58167,"48","165"
123402,47970,"48","183"
3238,42500,"48","081"
129100,73655,"48","091"
75818,50865,"48","099"
4152,68679,"48","211"
22849,33552,"48","225"
22016,52469,"48","341"
48239,45103,"48","349"
121230,41852,"48","375"
8403,32394,"48","405"
17346,54565,"48","415"
22962,48314,"48","179"
13979,44004,"48","313"
298042,49078,"48","303"
8839,52829,"48","237"
114852,63926,"48","257"
40306,81023,"48","259"
17955,48677,"48","035"
5953,48767,"48","153"
1892004,53999,"48","029"
3348,46685,"48","417"
63420,27133,"48","427"
1084,46786,"48","433"
3575,52750,"48","461"
80306,59185,"48","021"
37787,43062,"48","049"
3102,31324,"48","191"
32729,45415,"48","025"
10639,43967,"48","159"
19110,37382,"48","163"
7098,43523,"48","017"
39283,74368,"48","071"
3602,36157,"48","023"
336506,52583,"48","027"
420201,36095,"48","061"
781321,80290,"48","121"
2552213,53626,"48","113"
20558,47516,"48","177"
50761,48698,"48","265"
5785,44922,"48","305"
600,71389,"48","311"
18166,46351,"48","503"
14415,34550,"48","505"
160173,60458,"48","251"
55418,60275,"48","221"
35929,47832,"48","223"
10484,50120,"48","357"
289,56964,"48","269"
20913,50241,"48","089"
66867,53332,"48","409"
11246,48308,"48","379"
130552,65564,"48","381"
3358,36493,"48","385"
5851,40301,"48","411"
3122,63432,"48","413"
1139,50000,"48","431"
12152,25988,"48","507"
21821,58788,"48","057"
6033,67010,"48","065"
3753,46319,"48","275"
245720,46262,"48","309"
51594,44294,"48","073"
3858,46696,"48","095"
5172,42642,"48","119"
2111,48462,"48","137"
18278,32135,"48","133"
19969,48601,"48","253"
1414,50000,"48","155"
19646,45890,"48","161"
7510,56737,"48","175"
8220,46611,"48","193"
8774,52194,"48","335"
32664,46980,"48","449"
1591,42500,"48","045"
19859,51708,"48","285"
79884,48344,"48","291"
2236,46534,"48","243"
5262,31403,"48","247"
41318,41103,"48","249"
535187,74323,"48","339"
7207,45580,"48","111"
10822,31384,"48","127"
269624,40442,"48","479"
711421,93645,"48","157"
1929,68750,"48","011"
7891,44643,"48","069"
12755,42441,"48","445"
24479,41768,"48","331"
13492,42419,"48","093"
17289,38834,"48","145"
7251,24794,"48","047"
29292,62614,"48","015"
564,24800,"48","261"
358484,53317,"48","355"
3990,37995,"48","197"
63247,59081,"48","497"
1592,63021,"48","235"
31540,41700,"48","273"
21839,29104,"48","489"
164092,67371,"48","139"
14756,58504,"48","239"
12530,40227,"48","343"
83909,53667,"48","361"
9365,45862,"48","429"
7777,55000,"48","495"
4525519,57791,"48","201"
17577,70753,"48","003"
45017,57173,"48","053"
25939,56267,"48","171"
12651,59312,"49","027"
7246,50266,"49","025"
39731,94952,"49","043"
9544,46658,"49","019"
1860,41750,"49","031"
2307,52917,"49","033"
29306,74552,"49","051"
6414,47878,"49","001"
52182,58835,"49","003"
48504,45422,"49","021"
28892,50928,"49","039"
20961,50850,"49","041"
576496,67042,"49","049"
244101,62036,"49","057"
63357,66542,"49","045"
155577,55175,"49","053"
20259,63000,"49","013"
15193,42581,"49","037"
1106700,67922,"49","035"
36343,67012,"49","047"
702,85000,"49","009"
334977,75961,"49","011"
2700,42444,"49","055"
20512,46994,"49","007"
10410,51852,"49","015"
11014,86071,"49","029"
120288,53812,"49","005"
5020,51700,"49","017"
10694,57590,"49","023"
59676,52635,"50","021"
26951,45664,"50","019"
6950,66111,"50","013"
28901,56584,"50","017"
160985,66906,"50","007"
25191,54899,"50","015"
55485,56828,"50","027"
48816,62214,"50","011"
30576,47371,"50","005"
43332,50831,"50","025"
36054,52251,"50","003"
36825,61875,"50","001"
6203,38767,"50","009"
58691,60602,"50","023"
324073,66447,"51","087"
51956,36779,"51","089"
25564,84770,"51","099"
16329,67423,"51","101"
10848,51495,"51","103"
24428,32590,"51","105"
34813,56946,"51","109"
8830,63622,"51","115"
10710,50483,"51","119"
22903,44147,"51","147"
37704,68461,"51","149"
8873,47341,"51","159"
78653,57651,"51","165"
22290,38725,"51","169"
130159,81434,"51","177"
6670,54656,"51","181"
15462,54875,"51","011"
14331,72129,"51","043"
56277,51208,"51","067"
7052,51495,"51","097"
30959,41126,"51","117"
97692,53424,"51","121"
20523,78429,"51","127"
74390,59544,"51","015"
9797,43020,"51","049"
15181,29916,"51","051"
22148,86652,"51","075"
35030,39233,"51","083"
374558,129588,"51","107"
13108,52287,"51","113"
450763,101059,"51","153"
93419,62134,"51","161"
18089,53681,"51","175"
2213,45094,"51","091"
16435,40871,"51","025"
29889,60925,"51","033"
37035,63881,"51","073"
11998,41468,"51","131"
17958,37757,"51","141"
28364,80441,"51","145"
22440,53918,"51","163"
42854,53934,"51","171"
68406,94775,"51","061"
7022,55069,"51","036"
49795,69693,"51","047"
28033,54640,"51","053"
19213,62952,"51","079"
103218,84955,"51","085"
12369,39537,"51","111"
35265,67196,"51","137"
5495,27426,"51","595"
29048,46119,"51","197"
235410,72214,"51","550"
17582,50952,"51","570"
53064,43009,"51","660"
105105,72265,"51","003"
6524,46927,"51","021"
77319,59405,"51","019"
33149,64733,"51","023"
17048,46610,"51","029"
79237,41971,"51","680"
67196,86781,"51","199"
220892,42356,"51","760"
13256,33545,"51","690"
14863,53834,"51","125"
11083,50629,"51","057"
61970,44356,"51","143"
4043,26971,"51","720"
24273,46435,"51","790"
26109,67964,"51","065"
12802,58535,"51","007"
17380,36082,"51","750"
27516,49330,"51","840"
32840,42260,"51","001"
5131,53526,"51","045"
15594,48396,"51","063"
16867,49734,"51","071"
15708,32048,"51","077"
15537,38410,"51","135"
7359,62541,"51","157"
39539,38255,"51","195"
17077,37844,"51","520"
5675,35546,"51","580"
95536,48727,"51","740"
14817,54606,"51","830"
450057,70500,"51","810"
15489,46020,"51","005"
29767,41145,"51","035"
6788,31311,"51","640"
54457,44844,"51","191"
17596,55688,"51","193"
12254,56677,"51","133"
23694,46140,"51","139"
34330,49691,"51","155"
38991,65353,"51","187"
154710,93370,"51","510"
41911,34951,"51","590"
28135,57258,"51","630"
136255,52021,"51","650"
31819,49677,"51","009"
229534,112138,"51","013"
4458,44483,"51","017"
22353,40712,"51","670"
22611,30828,"51","027"
180775,51082,"51","700"
83784,71037,"51","069"
141159,103005,"51","179"
42689,40309,"51","185"
6495,33672,"51","530"
13843,114795,"51","610"
16117,79131,"51","685"
32037,33939,"51","730"
12022,88328,"51","735"
11595,44608,"51","183"
23580,106870,"51","600"
21620,42112,"51","820"
41379,77551,"51","683"
99572,41483,"51","770"
25521,53990,"51","775"
88057,68089,"51","800"
245752,47137,"51","710"
12176,38350,"51","037"
335594,76969,"51","041"
1142004,117515,"51","059"
11606,42121,"51","081"
36090,67767,"51","093"
73028,80772,"51","095"
27725,40083,"51","167"
8334,38760,"51","620"
31298,40544,"51","173"
46487,54739,"51","540"
7113,37309,"51","678"
55158,48823,"51","031"
68438,48315,"54","033"
42906,45777,"54","069"
10005,41497,"54","085"
7450,36279,"54","013"
17510,46346,"54","065"
21241,37075,"54","043"
77097,42386,"54","081"
14345,41266,"54","007"
56644,59113,"54","079"
16790,37516,"54","001"
23236,37955,"54","005"
19707,25595,"54","047"
41063,38905,"54","099"
22130,37644,"54","109"
29123,41731,"54","035"
60963,37763,"54","055"
24604,39434,"54","097"
8637,33390,"54","101"
111610,59480,"54","003"
44602,39297,"54","019"
11673,40093,"54","023"
23412,36575,"54","027"
13210,35218,"54","089"
23067,48835,"54","009"
8570,44437,"54","017"
35523,40483,"54","025"
13812,42573,"54","031"
56575,48158,"54","049"
27421,40749,"54","057"
25150,31227,"54","059"
29921,43634,"54","029"
16371,39793,"54","041"
32006,42473,"54","051"
25496,39037,"54","067"
8574,37111,"54","075"
7035,43294,"54","093"
8949,40902,"54","095"
29152,40094,"54","083"
14348,37931,"54","087"
16977,45916,"54","091"
5800,38936,"54","105"
86016,45537,"54","107"
8901,34242,"54","015"
8305,37175,"54","021"
27000,38977,"54","053"
103715,49624,"54","061"
13517,36684,"54","063"
7527,45152,"54","073"
15793,40694,"54","103"
96100,37816,"54","011"
55673,72526,"54","037"
187827,46859,"54","039"
34428,37859,"54","045"
7138,39554,"54","071"
33760,46673,"54","077"
121725,59263,"53","057"
43858,47272,"53","065"
490764,52159,"53","063"
10344,49460,"53","043"
75138,54975,"53","007"
103590,49804,"53","015"
7568,41081,"53","019"
21172,51258,"53","039"
30524,51842,"53","031"
258903,68336,"53","035"
2118119,83571,"53","033"
20940,39895,"53","049"
13066,49184,"53","051"
16221,60271,"53","055"
11498,53606,"53","059"
47794,41574,"53","075"
248279,47470,"53","077"
73439,48002,"53","009"
76012,46387,"53","041"
40585,55805,"53","017"
71454,45483,"53","027"
80323,61516,"53","029"
845193,63881,"53","053"
4105,49508,"53","069"
89124,60275,"53","021"
59862,52630,"53","071"
93420,52382,"53","025"
212738,56419,"53","073"
771904,78020,"53","061"
41377,42598,"53","047"
43726,53163,"53","037"
269885,66113,"53","067"
190529,63001,"53","005"
3999,46250,"53","013"
457474,67832,"53","011"
22259,47483,"53","003"
19261,48131,"53","001"
2226,51399,"53","023"
61569,53087,"53","045"
13479,48422,"56","015"
20758,54672,"56","041"
8253,51362,"56","043"
4741,48403,"56","017"
40354,55013,"56","013"
10037,84911,"56","035"
7117,59605,"56","045"
48116,80178,"56","005"
18791,63756,"56","023"
8562,52415,"56","019"
81023,59400,"56","025"
97031,62879,"56","021"
14166,62776,"56","009"
2479,36793,"56","027"
22923,80049,"56","039"
44527,71083,"56","037"
8703,47380,"56","031"
29964,56455,"56","033"
11920,51716,"56","003"
7347,66944,"56","011"
29276,60828,"56","029"
37944,45816,"56","001"
15689,57644,"56","007"
16313,47331,"55","023"
79680,51053,"55","071"
41226,66772,"55","093"
115094,56114,"55","117"
15779,41505,"55","003"
49737,70662,"55","015"
37465,55762,"55","083"
5748,39855,"55","051"
34513,49131,"55","019"
30378,49996,"55","123"
15239,45891,"55","013"
51651,54071,"55","135"
18745,50276,"55","047"
63445,55240,"55","017"
4354,47827,"55","037"
84586,59215,"55","055"
13243,54753,"55","011"
117582,54127,"55","063"
258004,56775,"55","009"
27443,56494,"55","029"
29510,54009,"55","121"
44260,54605,"55","033"
396731,81140,"55","133"
20344,49821,"55","119"
9035,43356,"55","041"
16755,55859,"55","065"
45303,56479,"55","081"
63340,54447,"55","111"
73427,51603,"55","141"
19190,44122,"55","067"
4506,38080,"55","078"
183288,61523,"55","087"
70371,54620,"55","097"
522837,67631,"55","025"
167886,57269,"55","059"
43503,50730,"55","031"
45358,49257,"55","005"
102388,52178,"55","035"
20531,51108,"55","053"
23576,60017,"55","049"
13566,45680,"55","099"
15164,49052,"55","077"
35352,52945,"55","085"
195101,58334,"55","101"
169540,55128,"55","139"
15638,46592,"55","129"
17626,48234,"55","103"
36869,60609,"55","045"
87833,56038,"55","027"
24170,48412,"55","137"
20111,44003,"55","001"
51742,50522,"55","043"
87142,77768,"55","109"
27994,54203,"55","069"
56790,63293,"55","021"
20378,60320,"55","061"
135293,56509,"55","073"
102082,57798,"55","039"
16384,43565,"55","113"
7282,51470,"55","091"
87817,80526,"55","089"
40712,44958,"55","075"
956586,46784,"55","079"
43328,53551,"55","095"
161226,53410,"55","105"
102917,58401,"55","127"
15004,50110,"55","007"
14211,41930,"55","107"
21465,42720,"55","125"
41136,51751,"55","115"
26427,48817,"55","057"
133967,73021,"55","131"
15297,15615,"72","073"
24548,16082,"72","115"
42623,15296,"72","057"
17327,12653,"72","055"
14526,18292,"72","117"
23659,19893,"72","149"
26855,16733,"72","007"
188614,25528,"72","021"
16474,19674,"72","067"
40705,18191,"72","091"
26584,18976,"72","103"
54736,18735,"72","069"
47952,20228,"72","075"
39796,19110,"72","043"
37722,29354,"72","051"
37676,13413,"72","099"
27321,12820,"72","081"
38253,20587,"72","085"
51768,22584,"72","119"
355181,21677,"72","127"
1494,23355,"72","049"
47074,32625,"72","063"
29239,16246,"72","123"
24583,17113,"72","017"
38589,18053,"72","143"
54754,18900,"72","145"
27242,17273,"72","087"
29112,18069,"72","105"
161684,29082,"72","031"
38970,14275,"72","131"
74169,29672,"72","135"
31785,18739,"72","101"
79615,14642,"72","097"
81905,24583,"72","137"
8931,16261,"72","147"
18952,19377,"72","089"
29237,15694,"72","019"
21906,14296,"72","107"
38689,18589,"72","129"
27892,18765,"72","011"
12238,18998,"72","037"
17325,14432,"72","039"
19914,13523,"72","045"
43314,16333,"72","071"
37585,14451,"72","153"
90773,34060,"72","061"
6180,13462,"72","093"
24008,18387,"72","009"
19578,14988,"72","059"
55722,16821,"72","005"
49726,16461,"72","023"
33075,18941,"72","053"
39704,18533,"72","077"
23893,13896,"72","079"
23610,15736,"72","121"
8874,14404,"72","083"
17769,14512,"72","109"
45431,20442,"72","035"
32937,15036,"72","125"
30209,15931,"72","141"
34933,14752,"72","047"
11297,17636,"72","095"
21661,16868,"72","111"
89550,17289,"72","013"
18504,15689,"72","015"
35025,15586,"72","151"
39470,16199,"72","003"
22475,16816,"72","133"
69478,31202,"72","139"
134269,24229,"72","025"
46779,19986,"72","029"
41181,20389,"72","041"
18525,11680,"72","001"
32936,17579,"72","027"
148863,16561,"72","113"
25595,18663,"72","033"
12140,16919,"72","054"
40978,17770,"72","065"
